character,romaji,meaning
彼らはその苦難と損失のついて知ってしまった。,kare ra ha sono kunan to sonshitsu no tsui te shitsu te shimatsu ta .,They knew about the hardship and loss.
彼らはその休暇を待ちこがれた。,kare ra ha sono kyuuka wo machikogare ta .,They all longed for the holiday.
彼らはその丘から素晴らしい眺めに感心した。,kare ra ha sono oka kara subarashii nagame ni kanshin shi ta .,They admired the scenic view from the hill.
彼らはその機械を大規模に生産し始めた。,kare ra ha sono kikai wo dai kibo ni seisan shi hajime ta .,They began to manufacture the machine on a large scale.
彼らはその岩をてこで持ち上げた。,kare ra ha sono iwa wo teko de mochiage ta .,They lifted the rock by means of a lever.
彼らはその間ずっとしゃべり通しだった。,kare ra ha sono kan zutto shaberi toushi datsu ta .,They kept talking all the time.
彼らはその学校の閉鎖について討論した。,kare ra ha sono gakkou no heisa ni tsui te touron shi ta .,They debated closing the school.
彼らはその学校の制服を廃止した。,kare ra ha sono gakkou no seifuku wo haishi shi ta .,They have done away with uniforms at that school.
彼らはその格子を取り壊した。,kare ra ha sono koushi wo torikowashi ta .,They broke away the bars.
彼らはその画家を財政的に援助した。,kare ra ha sono gaka wo zaisei teki ni enjo shi ta .,They assisted the painter financially.
彼らはその家を建てるのに半年をかけた。,kare ra ha sono ie wo tateru no ni hantoshi wo kake ta .,They spent six months building the house.
彼らはその汚職と何か関係がある。,kare ra ha sono oshoku to nani ka kankei ga aru .,They have something to do with the scandal.
彼らはその音楽に魅せられたようにじっと座っていた。,kare ra ha sono ongaku ni mise rare ta you ni jitto suwatsu te i ta .,They sat still as if they were charmed by the music.
彼らはその英雄の銅像を建てた。,kare ra ha sono eiyuu no douzou wo tate ta .,They set up a bronze statue of the hero.
彼らはその悪法を施行しようとしている。,kare ra ha sono akuhou wo shikou shiyou to shi te iru .,They are going to put the bad law in force.
彼らはその悪習を打破した。,kare ra ha sono akushuu wo daha shi ta .,They did away with the bad habit.
彼らはそのニュースを聞いて涙を流した。,kare ra ha sono nyuusu wo kii te namida wo nagashi ta .,They shed tears at the news.
彼らはそのニュースを聞いて驚いた。,kare ra ha sono nyuusu wo kii te odoroi ta .,They were surprised to hear the news.
彼らはそのニュースを聞いて興奮した。,kare ra ha sono nyuusu wo kii te koufun shi ta .,They were excited over the news.
彼らはそのニュースを聞いたらびっくりするでしょう。,kare ra ha sono nyuusu wo kii tara bikkuri suru deshou .,They will be surprised to hear the news.
彼らはそのとき笑っていませんでした。,kare ra ha sono toki waratsu te i mase n deshi ta .,They weren't laughing then.
彼らはそのとき暇だった。,kare ra ha sono toki hima datsu ta .,They were free at that moment.
彼らはそのしきたりがわかるようになった。,kare ra ha sono shikitari ga wakaru you ni natsu ta .,They became acquainted with the routine.
彼らはそのころ暮らし向きが悪かった。,kare ra ha sono koro kurashimuki ga warukatsu ta .,They were badly off at that time.
彼らはそのころ小学生でした。,kare ra ha sono koro shougaku nama deshi ta .,They were school children then.
彼らはそのことについて知らないかもしれない。,kare ra ha sono koto ni tsui te shira nai ka mo shire nai .,They may not know about it.
彼らはクラブからジョンを締め出した。,kare ra ha kurabu kara jon wo shimedashi ta .,They excluded John from the club.
彼らはそのお金をどう処理すべきかについて話し合った。,kare ra ha sono o kin wo dou shori su beki ka ni tsui te hanashiatsu ta .,They talked about what they should do with the money.
彼らはそのおおきな犬を恐れた。,kare ra ha sono ookina inu wo osore ta .,They were afraid of the big dog.
彼らはそのうわさを広めた。,kare ra ha sono uwasa wo hirome ta .,They spread the rumor abroad.
彼らはそこへどうやって行くかについては意見が合わなかった。,kare ra ha soko he dou yatsu te iku ka ni tsui te ha iken ga awa nakatsu ta .,They didn't agree how to get there.
彼らはそこにすわったままだった。,kare ra ha soko ni suwatsu ta mama datsu ta .,They remained sitting there.
彼らはそこで使われていた道具に類似した道具を使っていた。,kare ra ha soko de tsukawa re te i ta dougu ni ruiji shi ta dougu wo tsukatsu te i ta .,They used tools similar to those used there.
彼らはそこで幸せな生活を送った。,kare ra ha soko de shiawase na seikatsu wo okutsu ta .,They lived a happy life there.
彼らはそこで奇妙な動物を見た。,kare ra ha soko de kimyou na doubutsu wo ken ta .,They saw a strange animal there.
彼らはそう言いましたが、彼女はそう思いませんでした。,"kare ra ha sou ii mashi ta ga , kanojo ha sou omoi mase n deshi ta .","They said so, but she thought to the contrary."
彼らはそうしたことで強く非難を浴びた。,kare ra ha sou shi ta koto de tsuyoku hinan wo abi ta .,They came in for a lot of criticism for doing that.
彼らはセメントを全然使わないで要塞の壁を築いた。,kare ra ha semento wo zenzen tsukawa nai de yousai no kabe wo kizui ta .,They built the walls of the fortress without using cement at all.
彼らはスモッグで苦しんだ。,kare ra ha sumoggu de kurushin da .,They suffered from smog.
彼らはスミス氏を指導者として尊敬している。,kare ra ha sumisu shi wo shidou mono to shi te sonkei shi te iru .,They look up to Mr Smith as a leader.
彼らはスミスさんを議長に任命した。,kare ra ha sumisu san wo gichou ni ninmei shi ta .,They appointed Miss Smith chairperson.
彼らはすべての書類を燃やした。,kare ra ha subete no shorui wo moyashi ta .,They burned all the documents.
彼らはすべてが前もって用意されているよう要求した。,kare ra ha subete ga mae motsu te youi sa re te iru you youkyuu shi ta .,They insisted that everything be ready ahead of time.
彼らはスペイン語を話すことができます。,kare ra ha supein go wo hanasu koto ga deki masu .,They can speak Spanish.
彼らはすばらしい人生を送った。,kare ra ha subarashii jinsei wo okutsu ta .,They had wonderful lives.
彼らはすてきな家を持っている。,kare ra ha suteki na ie wo motsu te iru .,They have a nice house.
彼らはステーキの薄いのは嫌いだ。,kare ra ha suteeki no usui no ha kirai da .,They don't like their steaks thin.
彼らはずっと忙しい。,kare ra ha zutto isogashii .,They have been busy.
彼らはずっと永遠の若さを捜し求めている。,kare ra ha zutto eien no jaku sa wo sagashimotome te iru .,They have sought after eternal youth.
彼らはずっとその後幸福に暮らし続けた。,kare ra ha zutto sono nochi koufuku ni kurashi tsuzuke ta .,They lived happily ever after.
彼らはスコットランドで休暇を楽しみましたか。,kare ra ha sukottorando de kyuuka wo tanoshimi mashi ta ka .,Did they enjoy their holiday in Scotland?
彼らはすぐ私達を助けに来てくれた。,kare ra ha sugu watashi tooru wo tasuke ni rai te kure ta .,They came to our aid at once.
彼らはすぐに話しに入った。,kare ra ha sugu ni hanashi ni itsutsu ta .,They fell into the conversation immediately.
彼らはすぐに買っておいた食料品を使い果たしてしまった。,kare ra ha sugu ni katsu te oi ta shokuryou hin wo tsukai hatashi te shimatsu ta .,They soon used up their food supplies.
彼らはすぐに仲間に頼る。,kare ra ha sugu ni nakama ni tayoru .,They easily fall back on his company.
彼らはすぐに出発した方がいいと決めた。,kare ra ha sugu ni shuppatsu shi ta hou ga ii to kime ta .,They decided that it would be better to start at once.
彼らはすぐに仕事に取りかかった。,kare ra ha sugu ni shigoto ni torikakatsu ta .,They immediately fell to work.
彼らはすぐに家をでた。,kare ra ha sugu ni ie wo de ta .,They lost no time in leaving their home.
彼らはすぐにその新しい環境に順応した。,kare ra ha sugu ni sono atarashii kankyou ni junnou shi ta .,They soon adjusted themselves to the new circumstances.
彼らはすぐにここへ来なければならない。,kare ra ha sugu ni koko he rai nakere ba nara nai .,They must come here at once.
彼らはジョンを指導者として尊敬していた。,kare ra ha jon wo shidou mono to shi te sonkei shi te i ta .,They looked up to John as their leader.
彼らはジョンを委員長にした。,kare ra ha jon wo iin chou ni shi ta .,They made John chairman of the committee.
彼らはジョンをチームの主将に選んだ。,kare ra ha jon wo chiimu no shushou ni eran da .,They elected John captain of their team.
彼らはジョンをチームのキャプテンにした。,kare ra ha jon wo chiimu no kyaputen ni shi ta .,They elected John the captain of the team.
彼らはショッピングに出かけている。,kare ra ha shoppingu ni dekake te iru .,They are out shopping.
彼らはジョークを愛していた。,kare ra ha jooku wo itoshi te i ta .,They used to love jokes.
彼らはジョージの失敗を非難した。,kare ra ha jooji no shippai wo hinan shi ta .,They blamed George for the failure.
彼らはシュワイツァー博士を尊敬した。,kare ra ha shuwaitsuaa hakase wo sonkei shi ta .,They had a high opinion of Dr. Schweitzer.
彼らはじゅうぶんな食料を手に入れられなかった。,kare ra ha juubun na shokuryou wo te ni ire rare nakatsu ta .,They could not get enough food.
彼らはジャングルに道を通した。,kare ra ha janguru ni michi wo toushi ta .,They cut out a path through the jungle.
彼らはジャックの髪の刈り方をひやかした。,kare ra ha jakku no kami no kari hou wo hiyakashi ta .,They made fun of Jack's haircut.
彼らはジャズに夢中になっている。,kare ra ha jazu ni muchuu ni natsu te iru .,They are crazy about jazz.
